"~start_node_id","~start_node_labels","~start_node_property_name","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_name"
"7541","Author","Shen, Hong","WROTE_A_PAPER_WITH","376","Author","Zeadally, Sherali"
"542","Author","Abouhawwash, Mohamed","WROTE_A_PAPER_WITH","7546","Author","Balasubramanian, Saravana Balaji"
"243","Author","Rahman, Haji","WROTE_A_PAPER_WITH","3004","Author","Shafique, Muhammad Noman"
"7551","Author","Shi, Yuanchun","WROTE_A_PAPER_WITH","594","Author","Yan, Fanxi"
"7552","Author","Ale, Laha","WROTE_A_PAPER_WITH","148","Author","Zhang, Ning"
"7560","Author","Mishra, Sushruta","WROTE_A_PAPER_WITH","341","Author","Sahoo, Kshira Sagar"
"442","Author","Saracco, Roberto","WROTE_A_PAPER_WITH","7568","Author","Talebpour, Mohammad"
"7582","Author","Cui, Zhongquan","WROTE_A_PAPER_WITH","426","Author","Zhang, Jing"
"1","Author","Shroff, Ness B.","WROTE_A_PAPER_WITH","7583","Author","Sun, Yin"
"535","Author","Maddikunta, Praveen Kumar Reddy","WROTE_A_PAPER_WITH","3903","Author","Reddy, Shivani"
"7614","Author","Sheng, Guanqun","WROTE_A_PAPER_WITH","211","Author","Wang, Han"
"7619","Author","He, Zhijie","WROTE_A_PAPER_WITH","203","Author","Zhang, Jun"
"7636","Author","Bian, Simeng","WROTE_A_PAPER_WITH","253","Author","Yang, Yang"
"1507","Author","Zhang, Wei","WROTE_A_PAPER_WITH","717","Author","Zhou, Wen"
"1041","Author","Shu, Lei","WROTE_A_PAPER_WITH","840","Author","Wang, Lei"
"410","Author","He, Debiao","WROTE_A_PAPER_WITH","7643","Author","Tang, Chunming"
"165","Author","Liu, Wei","WROTE_A_PAPER_WITH","7679","Author","She, Wei"
"4028","Author","Liu, Anfeng","WROTE_A_PAPER_WITH","211","Author","Wang, Han"
"7702","Author","Burgess, Lauren","WROTE_A_PAPER_WITH","88","Author","Liao, Weixian"
"775","Author","Yang, Dong","WROTE_A_PAPER_WITH","7706","Author","Zhang, Weiting"
"65","Author","Chen, Sirui","WROTE_A_PAPER_WITH","3326","Author","Rodrigues, Joel J. P. C."
"7714","Author","Guo, Jingxue","WROTE_A_PAPER_WITH","253","Author","Yang, Yang"
"462","Author","Chang, Victor","WROTE_A_PAPER_WITH","2906","Author","Sharma, Sugam"
"4440","Author","Li, Xu","WROTE_A_PAPER_WITH","494","Author","Shen, Xuemin"
"55","Author","Imran, Muhammad","WROTE_A_PAPER_WITH","1178","Author","Rashid, Md. Mamunur"
"7773","Author","Lin, Zhipeng","WROTE_A_PAPER_WITH","333","Author","Liu, Ren Ping"
"120","Author","Wang, Kun","WROTE_A_PAPER_WITH","146","Author","Wang, Li-Chun"
"639","Author","Gupta, Brij B.","WROTE_A_PAPER_WITH","2911","Author","Jararweh, Yaser"
"6698","Author","Li, Cong","WROTE_A_PAPER_WITH","374","Author","Su, Jingrui"
"873","Author","Li, Zhigang","WROTE_A_PAPER_WITH","4695","Author","Zhang, Shuai"
"7808","Author","Xie, Guangfei","WROTE_A_PAPER_WITH","203","Author","Zhang, Jun"
"113","Author","Li, Tianxing","WROTE_A_PAPER_WITH","7814","Author","Xiao, Li"
"664","Author","Li, Jian","WROTE_A_PAPER_WITH","178","Author","Liu, Xin"
"22","Author","Liu, Qiang","WROTE_A_PAPER_WITH","7824","Author","Wu, Yongpeng"
"7828","Author","Lin, Jinzhao","WROTE_A_PAPER_WITH","317","Author","Zhang, Ying"
"7889","Author","Xiao, Tao","WROTE_A_PAPER_WITH","604","Author","Yuan, Aihua"
"127","Author","Li, Jie","WROTE_A_PAPER_WITH","5960","Author","Liu, Bin"
"7930","Author","Kamruzzaman, M.M.","WROTE_A_PAPER_WITH","15","Author","Ramamoorthi, Jaya Subalakshmi"
"7936","Author","Bai, Yunfeng","WROTE_A_PAPER_WITH","176","Author","Liu, Mingqing"
"289","Author","Cheng, Bo","WROTE_A_PAPER_WITH","7937","Author","Hu, Jia"
"7967","Author","Almazroi, Abdulaleem Ali","WROTE_A_PAPER_WITH","453","Author","Jhanjhi, N.Z."
"242","Author","Gupta, Deepak","WROTE_A_PAPER_WITH","7971","Author","Sundaram, Shirsh"
"3","Author","De, Debashis","WROTE_A_PAPER_WITH","7980","Author","Ray, Partha Pratim"
"626","Author","Rani, Shalli","WROTE_A_PAPER_WITH","5342","Author","Verma, Sahil"
"333","Author","Liu, Ren Ping","WROTE_A_PAPER_WITH","7320","Author","Zeng, Jie"
"689","Author","Ding, Wenbo","WROTE_A_PAPER_WITH","7997","Author","Huang, Shao-Lun"
"8006","Author","Ibrahim, Muhammad","WROTE_A_PAPER_WITH","638","Author","Singh, Aman"
"8009","Author","Peng, Haixia","WROTE_A_PAPER_WITH","494","Author","Shen, Xuemin"
"383","Author","Li, Juan","WROTE_A_PAPER_WITH","7043","Author","Wang, Ye"
"79","Author","Han, Guangjie","WROTE_A_PAPER_WITH","455","Author","Zhou, Zhangbing"
"826","Author","Masud, Mehedi","WROTE_A_PAPER_WITH","340","Author","Panda, Sanjaya Kumar"
"778","Author","Cheng, Xiuzhen","WROTE_A_PAPER_WITH","2725","Author","Liang, Zhenkai"
"8107","Author","Verma, Amit","WROTE_A_PAPER_WITH","90","Author","Vimal, S."
"2911","Author","Jararweh, Yaser","WROTE_A_PAPER_WITH","531","Author","Razaque, Abdul"
"3171","Author","Li, Zhiwu","WROTE_A_PAPER_WITH","297","Author","Song, Houbing"
"358","Author","Wu, Kui","WROTE_A_PAPER_WITH","8178","Author","Zhao, Zhengan"
"8181","Author","Cai, Zexiang","WROTE_A_PAPER_WITH","461","Author","Zhou, Jun"
"876","Author","Lu, Rongxing","WROTE_A_PAPER_WITH","1507","Author","Zhang, Wei"
"434","Author","Wang, Cong","WROTE_A_PAPER_WITH","2809","Author","Yu, Shui"
"8202","Author","Li, Weibin","WROTE_A_PAPER_WITH","717","Author","Zhou, Wen"
"410","Author","He, Debiao","WROTE_A_PAPER_WITH","8207","Author","Hsiao, Kuei-Fang"
"6175","Author","Wu, Guowei","WROTE_A_PAPER_WITH","636","Author","Yang, Wei"
"3388","Author","Ali, Zafar","WROTE_A_PAPER_WITH","859","Author","Uddin, M. Irfan"
"8227","Author","Deng, Dan","WROTE_A_PAPER_WITH","60","Author","Zhang, Yu"
"8232","Author","Niu, Xiaoji","WROTE_A_PAPER_WITH","840","Author","Wang, Lei"
"5307","Author","Chen, Xi","WROTE_A_PAPER_WITH","634","Author","Wei, Xinchen"
"115","Author","Bai, Yu","WROTE_A_PAPER_WITH","8256","Author","Huang, Gege"
"8265","Author","Chen, Pengge","WROTE_A_PAPER_WITH","700","Author","Huang, Lin"
"306","Author","Wang, Peng","WROTE_A_PAPER_WITH","8271","Author","Yang, Qiye"
"3428","Author","Zhang, Jian","WROTE_A_PAPER_WITH","227","Author","Zhu, Jianyue"
"8282","Author","Afifi, Ashraf","WROTE_A_PAPER_WITH","118","Author","Singh, Rajesh"
"2469","Author","Alazab, Mamoun","WROTE_A_PAPER_WITH","622","Author","Park, Youngho"
"5122","Author","Fang, Xiaojie","WROTE_A_PAPER_WITH","544","Author","Wu, Shaohua"
"184","Author","Ahmed, Syed Hassan","WROTE_A_PAPER_WITH","3857","Author","Peng, Jialiang"
"8311","Author","Folea, Silviu Corneliu","WROTE_A_PAPER_WITH","375","Author","Mois, George Dan"
"8318","Author","Dong, Yan","WROTE_A_PAPER_WITH","33","Author","Liu, Jiangchuan"
"79","Author","Han, Guangjie","WROTE_A_PAPER_WITH","1043","Author","Qiu, Tie"
"8329","Author","Fu, Rao","WROTE_A_PAPER_WITH","79","Author","Han, Guangjie"
"8193","Author","Hanzo, Lajos","WROTE_A_PAPER_WITH","437","Author","Xu, Chao"
"508","Author","Das, Ashok Kumar","WROTE_A_PAPER_WITH","7454","Author","Roy, Sandip"
"702","Author","Jiang, Qiaojie","WROTE_A_PAPER_WITH","1372","Author","Jing, Xiaojun"
"8426","Author","Luo, Junzhou","WROTE_A_PAPER_WITH","358","Author","Wu, Kui"
"8432","Author","Wazery, Yaser M.","WROTE_A_PAPER_WITH","356","Author","Zhou, MengChu"
"8433","Author","Daria, Apubra","WROTE_A_PAPER_WITH","550","Author","Hasan, A. S. M. Touhidul"
"8434","Author","Lin, Kaixiang","WROTE_A_PAPER_WITH","165","Author","Liu, Wei"
"8441","Author","Huang, Zanyu","WROTE_A_PAPER_WITH","875","Author","Liu, Sen"
"8455","Author","Moorsel, Aad Van","WROTE_A_PAPER_WITH","421","Author","Puthal, Deepak"
"7913","Author","Dong, Chao","WROTE_A_PAPER_WITH","21","Author","Han, Zhu"
"190","Author","Chen, Jin","WROTE_A_PAPER_WITH","8496","Author","He, Qiang"
"8509","Author","Qin, Fei","WROTE_A_PAPER_WITH","253","Author","Yang, Yang"
"540","Author","Bhagyashri, S.","WROTE_A_PAPER_WITH","8530","Author","Umamaheswari, E."
"1234","Author","Atiquzzaman, Mohammed","WROTE_A_PAPER_WITH","386","Author","Wang, Xianmin"
"470","Author","Ai, Bo","WROTE_A_PAPER_WITH","783","Author","Wang, Cheng"
"30","Author","Zhang, Hui","WROTE_A_PAPER_WITH","771","Author","Zhao, Jizhong"
"2167","Author","Heidari, Ali Asghar","WROTE_A_PAPER_WITH","870","Author","Muhammad, Khan"
"95","Author","Wang, Chao","WROTE_A_PAPER_WITH","2997","Author","Wang, Dong"
"242","Author","Gupta, Deepak","WROTE_A_PAPER_WITH","4690","Author","Venkatraman, S."
"862","Author","Zeng, Lieguang","WROTE_A_PAPER_WITH","60","Author","Zhang, Yu"
"509","Author","Khan, Muhammad Khurram","WROTE_A_PAPER_WITH","8616","Author","Khosravi, Mohammad"
"8619","Author","Qin, Rongxia","WROTE_A_PAPER_WITH","426","Author","Zhang, Jing"
"8622","Author","Lin, Xiaosheng","WROTE_A_PAPER_WITH","60","Author","Zhang, Yu"
"8631","Author","Liu, Yongkui","WROTE_A_PAPER_WITH","50","Author","Zhang, Lin"
"362","Author","Skonieczny, Lukasz","WROTE_A_PAPER_WITH","6899","Author","Zhao, Jianwei"
"5064","Author","Chaudhry, Shehzad Ashraf","WROTE_A_PAPER_WITH","576","Author","Chen, Min"
"466","Author","Chen, Yue","WROTE_A_PAPER_WITH","2725","Author","Liang, Zhenkai"
"2775","Author","Ke, Lulu","WROTE_A_PAPER_WITH","370","Author","Zhao, Zhuo"
"8733","Author","Chen, Jia Chen","WROTE_A_PAPER_WITH","245","Author","Zhang, Xin"
"336","Author","Liu, Kang","WROTE_A_PAPER_WITH","8755","Author","Liu, Shuo"
"824","Author","Rahman, Amatur","WROTE_A_PAPER_WITH","1643","Author","Venkatasubramanian, Nalini"
"417","Author","Kumar, Sunil","WROTE_A_PAPER_WITH","8789","Author","Rathore, Rajkumar Singh"
"8790","Author","Wang, Xinheng","WROTE_A_PAPER_WITH","317","Author","Zhang, Ying"
"716","Author","Chen, Liming","WROTE_A_PAPER_WITH","862","Author","Zeng, Lieguang"
"5645","Author","Wang, Rui","WROTE_A_PAPER_WITH","812","Author","Yan, Haonan"
"275","Author","Ma, Bowen","WROTE_A_PAPER_WITH","1641","Author","Zhou, Yu"
"861","Author","Cui, Tao","WROTE_A_PAPER_WITH","8827","Author","Liu, Jun"
"6709","Author","Li, Ting","WROTE_A_PAPER_WITH","165","Author","Liu, Wei"
"8828","Author","Malviya, Aayushi","WROTE_A_PAPER_WITH","421","Author","Puthal, Deepak"
"8829","Author","Bahaj, Saeed Ali","WROTE_A_PAPER_WITH","297","Author","Song, Houbing"
"509","Author","Khan, Muhammad Khurram","WROTE_A_PAPER_WITH","7109","Author","Song, Houbing Herbert"
"8859","Author","Alsanea, Majed","WROTE_A_PAPER_WITH","242","Author","Gupta, Deepak"
"299","Author","Zhao, Jiale","WROTE_A_PAPER_WITH","8880","Author","Zhao, Zhiming"
"8887","Author","Hussien, Aseel","WROTE_A_PAPER_WITH","535","Author","Maddikunta, Praveen Kumar Reddy"
"6809","Author","Zhang, Shuzhuang","WROTE_A_PAPER_WITH","60","Author","Zhang, Yu"
"190","Author","Chen, Jin","WROTE_A_PAPER_WITH","8895","Author","Sun, Jiachen"
"8897","Author","Keoy, Kay Hooi","WROTE_A_PAPER_WITH","480","Author","Lai, Chin-Feng"
"341","Author","Sahoo, Kshira Sagar","WROTE_A_PAPER_WITH","5895","Author","Tiwary, Mayank"
"178","Author","Liu, Xin","WROTE_A_PAPER_WITH","8921","Author","Zhou, Jiehan"
"7781","Author","Singh, Priyanka","WROTE_A_PAPER_WITH","90","Author","Vimal, S."
"503","Author","Li, Jin","WROTE_A_PAPER_WITH","8970","Author","Zhou, Hui"
"91","Author","Duan, Yucong","WROTE_A_PAPER_WITH","8975","Author","Huang, Shih-Chia"
"9020","Author","Jeya, R.","WROTE_A_PAPER_WITH","398","Author","Sudhakaran, Pradeep"
"9049","Author","Che, Chang","WROTE_A_PAPER_WITH","761","Author","Yang, Kun"
"3560","Author","Dutta, Ashit Kumar","WROTE_A_PAPER_WITH","377","Author","Pustokhin, Denis A."
"462","Author","Chang, Victor","WROTE_A_PAPER_WITH","3138","Author","Li, Hui"
"5138","Author","Fang, Liming","WROTE_A_PAPER_WITH","100","Author","Zhang, Yushu"
"119","Author","Chen, Siguang","WROTE_A_PAPER_WITH","9087","Author","Zhang, Yawen"
"9120","Author","Amin, Noor Ul","WROTE_A_PAPER_WITH","859","Author","Uddin, M. Irfan"
"9122","Author","Hamam, Habib","WROTE_A_PAPER_WITH","727","Author","Shafiq, Muhammad"
"1697","Author","Sanislav, Teodora","WROTE_A_PAPER_WITH","376","Author","Zeadally, Sherali"
"184","Author","Ahmed, Syed Hassan","WROTE_A_PAPER_WITH","9147","Author","Wu, Yi"
"2694","Author","Hong, Tao","WROTE_A_PAPER_WITH","306","Author","Wang, Peng"
"612","Author","Qiu, Chao","WROTE_A_PAPER_WITH","2781","Author","Yao, Haipeng"
"608","Author","Shafik, Wasswa","WROTE_A_PAPER_WITH","9189","Author","Yang, Zhai"
"9193","Author","Kumar, Abhishek","WROTE_A_PAPER_WITH","277","Author","Kumar, V. D. Ambeth"
"190","Author","Chen, Jin","WROTE_A_PAPER_WITH","9212","Author","Song, Fei"
"9227","Author","Joshi, Kapil","WROTE_A_PAPER_WITH","118","Author","Singh, Rajesh"
"9232","Author","Habib, Shaista","WROTE_A_PAPER_WITH","193","Author","Lin, Jerry Chun-Wei"
"118","Author","Singh, Rajesh","WROTE_A_PAPER_WITH","9237","Author","Twala, Bhekisipho"
"503","Author","Li, Jin","WROTE_A_PAPER_WITH","4028","Author","Liu, Anfeng"
"572","Author","Anwar, Adnan","WROTE_A_PAPER_WITH","1140","Author","Rahman, Ziaur"
"6484","Author","Chen, Jing","WROTE_A_PAPER_WITH","60","Author","Zhang, Yu"
"9265","Author","Contreras-Castillo, Juan","WROTE_A_PAPER_WITH","376","Author","Zeadally, Sherali"
"9284","Author","Kamil, Samar","WROTE_A_PAPER_WITH","727","Author","Shafiq, Muhammad"
"9285","Author","Jiang, Xiaohan","WROTE_A_PAPER_WITH","875","Author","Liu, Sen"
"1154","Author","Festag, Andreas","WROTE_A_PAPER_WITH","821","Author","Jung, Peter"
"25","Author","Manikandan, Ramachandran","WROTE_A_PAPER_WITH","9296","Author","Manivannan, Doraipandian"
"557","Author","Buyya, Rajkumar","WROTE_A_PAPER_WITH","2618","Author","Wang, Shangguang"
"542","Author","Abouhawwash, Mohamed","WROTE_A_PAPER_WITH","4534","Author","Ramasubbareddy, Somula"
"462","Author","Chang, Victor","WROTE_A_PAPER_WITH","9326","Author","Ni, Pin"
"288","Author","Chen, Junliang","WROTE_A_PAPER_WITH","9348","Author","Xu, Zhigang"
"9355","Author","Wu, Jianyu","WROTE_A_PAPER_WITH","475","Author","Zhao, Ming"
"9361","Author","Alsubaei, Faisal S.","WROTE_A_PAPER_WITH","453","Author","Jhanjhi, N.Z."
"9364","Author","Huang, Xiaoming","WROTE_A_PAPER_WITH","6","Author","Li, Yiran"
"9365","Author","Chaudhary, Monika","WROTE_A_PAPER_WITH","638","Author","Singh, Aman"
"4274","Author","Gadekallu, Thippa Reddy","WROTE_A_PAPER_WITH","193","Author","Lin, Jerry Chun-Wei"
"783","Author","Wang, Cheng","WROTE_A_PAPER_WITH","9391","Author","Wu, Qiongli"
"21","Author","Han, Zhu","WROTE_A_PAPER_WITH","4794","Author","Ren, Pinyi"
"95","Author","Wang, Chao","WROTE_A_PAPER_WITH","9401","Author","Zheng, Zhaoxia"
"9419","Author","Ma, Huadong","WROTE_A_PAPER_WITH","632","Author","Zheng, Xiaolong"
"9420","Author","Chen, Kongyang","WROTE_A_PAPER_WITH","393","Author","Marculescu, Radu"
"639","Author","Gupta, Brij B.","WROTE_A_PAPER_WITH","9433","Author","Sharma, Prakash Chandra"
"876","Author","Lu, Rongxing","WROTE_A_PAPER_WITH","9459","Author","Zheng, Yandong"
"184","Author","Ahmed, Syed Hassan","WROTE_A_PAPER_WITH","9475","Author","Altoaimy, Lina"
"816","Author","Li, Gang","WROTE_A_PAPER_WITH","9488","Author","Zheng, Qian"
"9496","Author","Tian, Ye","WROTE_A_PAPER_WITH","426","Author","Zhang, Jing"
"4607","Author","Cengiz, Korhan","WROTE_A_PAPER_WITH","727","Author","Shafiq, Muhammad"
"702","Author","Jiang, Qiaojie","WROTE_A_PAPER_WITH","2588","Author","Zhu, Chunsheng"
"782","Author","Adachi, Fumiyuki","WROTE_A_PAPER_WITH","3643","Author","Yin, Yue"
"8477","Author","Ferzund, Javed","WROTE_A_PAPER_WITH","622","Author","Park, Youngho"
"9519","Author","Guo, Lei","WROTE_A_PAPER_WITH","140","Author","Wei, Wei"
"778","Author","Cheng, Xiuzhen","WROTE_A_PAPER_WITH","6570","Author","Gao, Qinghe"
"428","Author","Chen, Jiahui","WROTE_A_PAPER_WITH","9529","Author","Xiao, Hang"
"557","Author","Buyya, Rajkumar","WROTE_A_PAPER_WITH","5823","Author","Rajagopal, Shinu M."
"912","Author","Li, Chao","WROTE_A_PAPER_WITH","862","Author","Zeng, Lieguang"
"8468","Author","Alsolami, Fawaz","WROTE_A_PAPER_WITH","850","Author","Srivastava, Gautam"
"9597","Author","Chien, Wei-Che","WROTE_A_PAPER_WITH","480","Author","Lai, Chin-Feng"
"1465","Author","Niu, Jianwei","WROTE_A_PAPER_WITH","434","Author","Wang, Cong"
"2","Author","Barbhuiya, Ferdous Ahmed","WROTE_A_PAPER_WITH","9600","Author","Chaudhary, Chandan Kumar"
"2080","Author","Dev, Kapal","WROTE_A_PAPER_WITH","535","Author","Maddikunta, Praveen Kumar Reddy"
"179","Author","Lu, Weidang","WROTE_A_PAPER_WITH","811","Author","Zhang, Zhaoyang"
"558","Author","Sotiriadis, Stelios","WROTE_A_PAPER_WITH","46","Author","Xu, Xiaolong"
"5282","Author","Moraes, Jean","WROTE_A_PAPER_WITH","376","Author","Zeadally, Sherali"
"9653","Author","Lin, Qiuzhen","WROTE_A_PAPER_WITH","612","Author","Qiu, Chao"
"532","Author","Cheelu, Dhanaraj","WROTE_A_PAPER_WITH","1162","Author","Patan, Rizwan"
"804","Author","Chowdhry, Bhawani Shankar","WROTE_A_PAPER_WITH","5926","Author","Sharma, Prabhat Kumar"
"9719","Author","Ding, Yujie","WROTE_A_PAPER_WITH","313","Author","Zhao, Yi"
"99","Author","Hua, Zhongyun","WROTE_A_PAPER_WITH","4796","Author","Lan, Rushi"
"428","Author","Chen, Jiahui","WROTE_A_PAPER_WITH","9765","Author","Zheng, Yushan"
"9769","Author","Nurmi, Petteri","WROTE_A_PAPER_WITH","713","Author","Petäjä, Tuukka"
"462","Author","Chang, Victor","WROTE_A_PAPER_WITH","1139","Author","Kumar, Neeraj"
"242","Author","Gupta, Deepak","WROTE_A_PAPER_WITH","9805","Author","Yadav, Rama Shankar"
"9806","Author","Bao, Ming","WROTE_A_PAPER_WITH","496","Author","Zhang, Wenqiong"
"407","Author","Lin, Wenmin","WROTE_A_PAPER_WITH","9816","Author","Pan, Zhigeng"
"494","Author","Shen, Xuemin","WROTE_A_PAPER_WITH","4019","Author","Tong, Fei"
"8053","Author","Altamirano, Gilder Cieza","WROTE_A_PAPER_WITH","315","Author","Núñez, Rafaél Artidoro Sandoval"
"21","Author","Han, Zhu","WROTE_A_PAPER_WITH","339","Author","Zhang, Ruonan"
"9865","Author","Huang, Yuzhen","WROTE_A_PAPER_WITH","561","Author","Qin, Xiaoqi"
"8316","Author","Cheng, Peng","WROTE_A_PAPER_WITH","236","Author","Fang, Chongrong"
"3729","Author","Bishoyi, Pradyumna Kumar","WROTE_A_PAPER_WITH","126","Author","Yang, Laurence T."
"639","Author","Gupta, Brij B.","WROTE_A_PAPER_WITH","4904","Author","Vijayakumar, Pandi"
"9887","Author","Wu, Xin","WROTE_A_PAPER_WITH","461","Author","Zhou, Jun"
"3","Author","De, Debashis","WROTE_A_PAPER_WITH","6527","Author","Guha Roy, Deepsubhra"
"754","Author","Ahmad, Haseeb","WROTE_A_PAPER_WITH","9864","Author","Li, Tong"
"5235","Author","Al-Eidi, Shorouq","WROTE_A_PAPER_WITH","530","Author","Amsaad, Fathi"
"9898","Author","Chitra, R.","WROTE_A_PAPER_WITH","201","Author","Stephan, Thompson"
"689","Author","Ding, Wenbo","WROTE_A_PAPER_WITH","9919","Author","Ni, Xiaoyue"
"9922","Author","Yang, Na","WROTE_A_PAPER_WITH","696","Author","Yao, Tianling"
"3616","Author","Chen, Yan","WROTE_A_PAPER_WITH","811","Author","Zhang, Zhaoyang"
"9938","Author","Saxena, Gaurav","WROTE_A_PAPER_WITH","413","Author","Singh, Himanshu"
"9990","Author","Guo, Haifu","WROTE_A_PAPER_WITH","840","Author","Wang, Lei"
"5558","Author","Eswaran, T.","WROTE_A_PAPER_WITH","90","Author","Vimal, S."
"10043","Author","Priyadarshi, Neeraj","WROTE_A_PAPER_WITH","118","Author","Singh, Rajesh"
"628","Author","Li, Zhetao","WROTE_A_PAPER_WITH","10051","Author","Wang, Yuzhan"
"576","Author","Chen, Min","WROTE_A_PAPER_WITH","3918","Author","Hossain, M. Shamim"
"289","Author","Cheng, Bo","WROTE_A_PAPER_WITH","10088","Author","Hou, Shou-Lu"
"663","Author","Li, Haibo","WROTE_A_PAPER_WITH","10089","Author","Qian, Heming"
"467","Author","Hou, Tianwei","WROTE_A_PAPER_WITH","1247","Author","Wang, Jun"
"54","Author","Wu, Yue","WROTE_A_PAPER_WITH","2401","Author","Zhan, Wenhan"
"10121","Author","Hugl, Klaus","WROTE_A_PAPER_WITH","251","Author","Tao, Tao"
"640","Author","Liu, Zheli","WROTE_A_PAPER_WITH","6755","Author","Yang, Lei"
"10131","Author","Díaz, Vicente García","WROTE_A_PAPER_WITH","377","Author","Pustokhin, Denis A."
"10135","Author","Li, Muyuan","WROTE_A_PAPER_WITH","434","Author","Wang, Cong"
"10141","Author","Gupta, Parul","WROTE_A_PAPER_WITH","733","Author","Gupta, Sachin Kumar"
"409","Author","Mohanty, Saraju P.","WROTE_A_PAPER_WITH","5895","Author","Tiwary, Mayank"
"3125","Author","Liu, Yan","WROTE_A_PAPER_WITH","789","Author","Xie, Guoqi"
"391","Author","Gao, Mingliang","WROTE_A_PAPER_WITH","10157","Author","Zaker, Mayram"
"292","Author","Chen, Shengyong","WROTE_A_PAPER_WITH","10159","Author","Wang, Mianzhao"
"21","Author","Han, Zhu","WROTE_A_PAPER_WITH","10160","Author","Zou, Luyao"
"9432","Author","Ng, Derrick Wing Kwan","WROTE_A_PAPER_WITH","426","Author","Zhang, Jing"
"566","Author","Chen, Yang","WROTE_A_PAPER_WITH","10185","Author","Duan, Jingpu"
"115","Author","Bai, Yu","WROTE_A_PAPER_WITH","10188","Author","DeMara, Ronald F."
"10205","Author","Kathrine, G. Jaspher Willsie","WROTE_A_PAPER_WITH","90","Author","Vimal, S."
"3308","Author","Choo, Kim-Kwang Raymond","WROTE_A_PAPER_WITH","338","Author","Nie, Laisen"
"453","Author","Jhanjhi, N.Z.","WROTE_A_PAPER_WITH","10216","Author","Xi, Chen"
"784","Author","Fan, Pingyi","WROTE_A_PAPER_WITH","10225","Author","Zhong, Zhangdui"
"1671","Author","Huang, Yuankang","WROTE_A_PAPER_WITH","51","Author","Liu, Pei"
"570","Author","Lam, Kwok-Yan","WROTE_A_PAPER_WITH","1895","Author","Luo, Hao"
"10232","Author","Choi, Young-June","WROTE_A_PAPER_WITH","628","Author","Li, Zhetao"
"3882","Author","Manogaran, Gunasekaran","WROTE_A_PAPER_WITH","107","Author","Rawat, Danda B."
"850","Author","Srivastava, Gautam","WROTE_A_PAPER_WITH","5063","Author","Su, Chunhua"
"338","Author","Nie, Laisen","WROTE_A_PAPER_WITH","10249","Author","Sadoun, Balqies"
"10256","Author","Lui, King-Shan","WROTE_A_PAPER_WITH","273","Author","Luk, Man-Ho"
"10271","Author","Feng, Lin","WROTE_A_PAPER_WITH","230","Author","Ma, Maode"
"79","Author","Han, Guangjie","WROTE_A_PAPER_WITH","2336","Author","Martinez-Garcia, Miguel"
"347","Author","Ji, Zhanlin","WROTE_A_PAPER_WITH","10306","Author","O'Droma, Máirtín"
"10308","Author","Lv, Zhuo","WROTE_A_PAPER_WITH","261","Author","Zhang, Feng"
"4028","Author","Liu, Anfeng","WROTE_A_PAPER_WITH","871","Author","Wang, Guojun"
"790","Author","Chaurasiya, Vijay Kumar","WROTE_A_PAPER_WITH","10309","Author","Sahoo, Sujit Sangram"
"297","Author","Song, Houbing","WROTE_A_PAPER_WITH","7134","Author","Wu, Lei"
"10320","Author","Chopra, Abhimanyu","WROTE_A_PAPER_WITH","581","Author","Rafatirad, Setareh"
"8734","Author","Li, Ran","WROTE_A_PAPER_WITH","561","Author","Qin, Xiaoqi"
"357","Author","Ling, Zhen","WROTE_A_PAPER_WITH","5055","Author","Zhao, Wei"
"430","Author","Chen, Zhigang","WROTE_A_PAPER_WITH","10372","Author","Pan, Jianping"
"9064","Author","Liu, Daibo","WROTE_A_PAPER_WITH","632","Author","Zheng, Xiaolong"
"754","Author","Ahmad, Haseeb","WROTE_A_PAPER_WITH","386","Author","Wang, Xianmin"
"1982","Author","Serikawa, Seiichi","WROTE_A_PAPER_WITH","23","Author","Tian, Daxin"
"7333","Author","Shan, Zhiguang","WROTE_A_PAPER_WITH","779","Author","Xiao, Yinhao"
"5200","Author","Chi, Kaikai","WROTE_A_PAPER_WITH","633","Author","Jiang, Guodong"
"8378","Author","Bai, Wei","WROTE_A_PAPER_WITH","190","Author","Chen, Jin"
"10484","Author","Gong, Zheng","WROTE_A_PAPER_WITH","356","Author","Zhou, MengChu"
"2676","Author","Li, Yan","WROTE_A_PAPER_WITH","494","Author","Shen, Xuemin"
"156","Author","Li, Ni","WROTE_A_PAPER_WITH","10505","Author","Su, Zeya"
"2725","Author","Liang, Zhenkai","WROTE_A_PAPER_WITH","779","Author","Xiao, Yinhao"
"2606","Author","Ren, Ju","WROTE_A_PAPER_WITH","494","Author","Shen, Xuemin"
"5064","Author","Chaudhry, Shehzad Ashraf","WROTE_A_PAPER_WITH","510","Author","Mahmood, Khalid"
"10565","Author","Kim, Hye-Jin","WROTE_A_PAPER_WITH","245","Author","Zhang, Xin"
"5988","Author","Wang, Xiaotian","WROTE_A_PAPER_WITH","337","Author","Zheng, Zibin"
"631","Author","Du, Peilun","WROTE_A_PAPER_WITH","9419","Author","Ma, Huadong"
"242","Author","Gupta, Deepak","WROTE_A_PAPER_WITH","10585","Author","Parvathy, Velmurugan Subbiah"
"786","Author","Lu, Wenpeng","WROTE_A_PAPER_WITH","10597","Author","Xu, Keda"
"10598","Author","Barnaghi, Payam","WROTE_A_PAPER_WITH","442","Author","Saracco, Roberto"
