"~start_node_id","~start_node_labels","~start_node_property_name","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_name"
"39589","Author","Lin, Ruihong","WROTE_A_PAPER_WITH","126","Author","Yang, Laurence T."
"605","Author","Liang, Qiaochu","WROTE_A_PAPER_WITH","4915","Author","Su, Long"
"134","Author","Wang, Junyu","WROTE_A_PAPER_WITH","1109","Author","Wang, Zhihui"
"1613","Author","Mao, Shiwen","WROTE_A_PAPER_WITH","157","Author","Peng, Yang"
"4004","Author","Gupta, B.B.","WROTE_A_PAPER_WITH","682","Author","Memos, Vasileios A."
"30086","Author","Qian, Yuhua","WROTE_A_PAPER_WITH","426","Author","Zhang, Jing"
"338","Author","Nie, Laisen","WROTE_A_PAPER_WITH","15975","Author","Wu, Yixuan"
"29","Author","Labbaf, Sina","WROTE_A_PAPER_WITH","32223","Author","Seo, DongJoo"
"2","Author","Barbhuiya, Ferdous Ahmed","WROTE_A_PAPER_WITH","17146","Author","Hussain, Md. Iftekhar"
"410","Author","He, Debiao","WROTE_A_PAPER_WITH","13567","Author","Wang, Lianhai"
"3304","Author","Li, Yuanzhang","WROTE_A_PAPER_WITH","386","Author","Wang, Xianmin"
"642","Author","Georgantas, Nikolaos","WROTE_A_PAPER_WITH","36602","Author","Singh, Pushpendra"
"14259","Author","Pradeep, K.","WROTE_A_PAPER_WITH","742","Author","Premalatha, G."
"322","Author","Qi, Xin","WROTE_A_PAPER_WITH","17021","Author","Tang, Bing"
"21","Author","Han, Zhu","WROTE_A_PAPER_WITH","17246","Author","Yu, Ye"
"27770","Author","Wang, Baitian","WROTE_A_PAPER_WITH","426","Author","Zhang, Jing"
"876","Author","Lu, Rongxing","WROTE_A_PAPER_WITH","14111","Author","Yang, Pengfei"
"837","Author","Jia, Qiannan","WROTE_A_PAPER_WITH","7350","Author","Liang, Wei"
"4938","Author","Patel, Nikunjkumar Sureshbhai","WROTE_A_PAPER_WITH","297","Author","Song, Houbing"
"25006","Author","Chung, Seokhyun","WROTE_A_PAPER_WITH","16","Author","Jin, Jionghua"
"124","Author","Loh, Po-Shen","WROTE_A_PAPER_WITH","13321","Author","Woods, Chris"
"29808","Author","Garg, Garima","WROTE_A_PAPER_WITH","637","Author","Gupta, Shivam"
"208","Author","Chen, Chien-Ming","WROTE_A_PAPER_WITH","27114","Author","Teng, Qian"
"13262","Author","Akbar, Muhammad Azeem","WROTE_A_PAPER_WITH","727","Author","Shafiq, Muhammad"
"3525","Author","Ahmed, Ejaz","WROTE_A_PAPER_WITH","463","Author","Chiroma, Haruna"
"54","Author","Wu, Yue","WROTE_A_PAPER_WITH","22605","Author","Yi, Ping"
"18883","Author","Moriano, Pablo","WROTE_A_PAPER_WITH","854","Author","Xiao, Yang"
"503","Author","Li, Jin","WROTE_A_PAPER_WITH","3634","Author","Wang, Yu"
"32035","Author","Li, Yingqi","WROTE_A_PAPER_WITH","873","Author","Li, Zhigang"
"627","Author","Guo, Song","WROTE_A_PAPER_WITH","2742","Author","Su, Zhou"
"6137","Author","Alfayez, Fayez","WROTE_A_PAPER_WITH","58","Author","Khubrani, Mousa Mohammed"
"627","Author","Guo, Song","WROTE_A_PAPER_WITH","14927","Author","Qi, Feng"
"127","Author","Li, Jie","WROTE_A_PAPER_WITH","5645","Author","Wang, Rui"
"39636","Author","Abutuqayqah, Hajar","WROTE_A_PAPER_WITH","517","Author","Zhang, Zhijun"
"13715","Author","Yang, Jianjun","WROTE_A_PAPER_WITH","761","Author","Yang, Kun"
"22","Author","Liu, Qiang","WROTE_A_PAPER_WITH","3108","Author","Zhou, Keliang"
"6254","Author","Wu, Huici","WROTE_A_PAPER_WITH","544","Author","Wu, Shaohua"
"18995","Author","Chen, Rongli","WROTE_A_PAPER_WITH","840","Author","Wang, Lei"
"10484","Author","Gong, Zheng","WROTE_A_PAPER_WITH","628","Author","Li, Zhetao"
"664","Author","Li, Jian","WROTE_A_PAPER_WITH","10236","Author","Li, Wen Jung"
"1324","Author","Chen, Ying","WROTE_A_PAPER_WITH","274","Author","Leng, Yajing"
"13799","Author","Goswami, Rajat Subhra","WROTE_A_PAPER_WITH","833","Author","Thatikonda, Ramya"
"24324","Author","Liu, Yuwen","WROTE_A_PAPER_WITH","297","Author","Song, Houbing"
"110","Author","Guo, Xiaoping","WROTE_A_PAPER_WITH","16593","Author","Wang, Zaijun"
"577","Author","Fortino, Giancarlo","WROTE_A_PAPER_WITH","22441","Author","Li, Yihui"
"16","Author","Jin, Jionghua","WROTE_A_PAPER_WITH","24763","Author","Yue, Xubo"
"1519","Author","Qin, Zhen","WROTE_A_PAPER_WITH","148","Author","Zhang, Ning"
"16230","Author","Dai, Hongning","WROTE_A_PAPER_WITH","293","Author","Shi, Fan"
"17460","Author","Liu, Alex X.","WROTE_A_PAPER_WITH","46","Author","Xu, Xiaolong"
"2457","Author","Chau, Duen Horng","WROTE_A_PAPER_WITH","246","Author","Parto, Mahmoud"
"284","Author","He, Chen","WROTE_A_PAPER_WITH","39665","Author","Yang, Ciaxia"
"360","Author","Nam, Yunyoung","WROTE_A_PAPER_WITH","21828","Author","Zhang, Yudong"
"22888","Author","Kuchhal, Piyush","WROTE_A_PAPER_WITH","118","Author","Singh, Rajesh"
"10982","Author","Li, Junqing","WROTE_A_PAPER_WITH","343","Author","Zhang, Peng"
"260","Author","Regani, Deepika Sai","WROTE_A_PAPER_WITH","12460","Author","Wang, Beibei"
"547","Author","He, Jingsha","WROTE_A_PAPER_WITH","29536","Author","Tunio, Saima"
"253","Author","Yang, Yang","WROTE_A_PAPER_WITH","3137","Author","Zhang, Wuxiong"
"284","Author","He, Chen","WROTE_A_PAPER_WITH","3397","Author","Jiang, Jing"
"628","Author","Li, Zhetao","WROTE_A_PAPER_WITH","12999","Author","Yu, Zhiwen"
"3326","Author","Rodrigues, Joel J. P. C.","WROTE_A_PAPER_WITH","527","Author","Yan, Hangqi"
"39684","Author","Liu, Yingjie","WROTE_A_PAPER_WITH","870","Author","Muhammad, Khan"
"6791","Author","Han, Zhaoyang","WROTE_A_PAPER_WITH","534","Author","Iwendi, Celestine"
"314","Author","Latif, Sohaib","WROTE_A_PAPER_WITH","19172","Author","Raja, Muhammad Asif Zahoor"
"4440","Author","Li, Xu","WROTE_A_PAPER_WITH","876","Author","Lu, Rongxing"
"13014","Author","Choudhury, Sushabhan","WROTE_A_PAPER_WITH","638","Author","Singh, Aman"
"470","Author","Ai, Bo","WROTE_A_PAPER_WITH","23389","Author","Jia, Minzheng"
"242","Author","Gupta, Deepak","WROTE_A_PAPER_WITH","3748","Author","Nemri, Nadhem"
"836","Author","He, Ting","WROTE_A_PAPER_WITH","9912","Author","Jiao, Lei"
"2693","Author","Daneshmand, Mahmoud","WROTE_A_PAPER_WITH","442","Author","Saracco, Roberto"
"3079","Author","Bharatiraja, C.","WROTE_A_PAPER_WITH","377","Author","Pustokhin, Denis A."
"1176","Author","Qian, Bin","WROTE_A_PAPER_WITH","7","Author","Xu, Jie"
"4479","Author","James, Philip","WROTE_A_PAPER_WITH","421","Author","Puthal, Deepak"
"420","Author","Li, Yinhao","WROTE_A_PAPER_WITH","2531","Author","Ranjan, Rajiv"
"147","Author","Liu, Lei","WROTE_A_PAPER_WITH","16335","Author","Yu, Xu"
"28668","Author","Cao, Buwen","WROTE_A_PAPER_WITH","157","Author","Peng, Yang"
"35789","Author","Dharminder, Dharminder","WROTE_A_PAPER_WITH","622","Author","Park, Youngho"
"105","Author","Din, Ikram Ud","WROTE_A_PAPER_WITH","29493","Author","Ullah, Fasee"
"875","Author","Liu, Sen","WROTE_A_PAPER_WITH","25849","Author","Zhang, Kairui"
"24697","Author","Ni, Jianbing","WROTE_A_PAPER_WITH","494","Author","Shen, Xuemin"
"21169","Author","Ming, Jiang","WROTE_A_PAPER_WITH","95","Author","Wang, Chao"
"32173","Author","Leung, Kin K.","WROTE_A_PAPER_WITH","664","Author","Li, Jian"
"11917","Author","Xu, Fei","WROTE_A_PAPER_WITH","50","Author","Zhang, Lin"
"801","Author","Hasan, Mohammad Kamrul","WROTE_A_PAPER_WITH","19329","Author","Nafi, Nazmus Shaker"
"210","Author","Aaron Gulliver, T.","WROTE_A_PAPER_WITH","2499","Author","Xu, Lingwei"
"10570","Author","Wang, Ling","WROTE_A_PAPER_WITH","527","Author","Yan, Hangqi"
"3735","Author","Bilal, Muhammad","WROTE_A_PAPER_WITH","341","Author","Sahoo, Kshira Sagar"
"357","Author","Ling, Zhen","WROTE_A_PAPER_WITH","37949","Author","Ye, Haibo"
"627","Author","Guo, Song","WROTE_A_PAPER_WITH","15255","Author","Mai, Tianle"
"2919","Author","Kandemir, Mahmut","WROTE_A_PAPER_WITH","667","Author","Liu, Yongpan"
"39727","Author","Fang, Minghao","WROTE_A_PAPER_WITH","437","Author","Xu, Chao"
"24635","Author","Chen, Ying-Ju","WROTE_A_PAPER_WITH","159","Author","Sedighi Maman, Zahra"
"242","Author","Gupta, Deepak","WROTE_A_PAPER_WITH","10821","Author","Hsu, Ching-Hsien"
"508","Author","Das, Ashok Kumar","WROTE_A_PAPER_WITH","6917","Author","Reshma Dsouza, Poonam"
"13980","Author","Babar, Muhammad","WROTE_A_PAPER_WITH","30","Author","Zhang, Hui"
"9334","Author","Alamri, Atif","WROTE_A_PAPER_WITH","356","Author","Zhou, MengChu"
"1755","Author","Liu, Yang","WROTE_A_PAPER_WITH","253","Author","Yang, Yang"
"22454","Author","Chen, Yejian","WROTE_A_PAPER_WITH","10","Author","Eged, Bertalan"
"39744","Author","Jabeur, Nafaa","WROTE_A_PAPER_WITH","376","Author","Zeadally, Sherali"
"22","Author","Liu, Qiang","WROTE_A_PAPER_WITH","13764","Author","Shi, Rui"
"778","Author","Cheng, Xiuzhen","WROTE_A_PAPER_WITH","39747","Author","Fu, Lei"
"179","Author","Lu, Weidang","WROTE_A_PAPER_WITH","60","Author","Zhang, Yu"
"705","Author","Chen, Liang","WROTE_A_PAPER_WITH","4222","Author","Huai, Jianzhu"
"116","Author","Sun, Yunchuan","WROTE_A_PAPER_WITH","13279","Author","Zhang, Junsheng"
"39753","Author","Raajini, X. Mercilin","WROTE_A_PAPER_WITH","669","Author","Rajesh, G."
"5504","Author","Mubashar, Amna","WROTE_A_PAPER_WITH","850","Author","Srivastava, Gautam"
"105","Author","Din, Ikram Ud","WROTE_A_PAPER_WITH","29624","Author","Talha, Muhammad"
"157","Author","Peng, Yang","WROTE_A_PAPER_WITH","5481","Author","Yang, Jie"
"9284","Author","Kamil, Samar","WROTE_A_PAPER_WITH","726","Author","Kumar, E. Saravana"
"22454","Author","Chen, Yejian","WROTE_A_PAPER_WITH","822","Author","Wild, Thorsten"
"39357","Author","He, Kai","WROTE_A_PAPER_WITH","165","Author","Liu, Wei"
"15425","Author","Hou, Jijiang","WROTE_A_PAPER_WITH","655","Author","Sun, Songlin"
"5432","Author","Cho, Jin-Hee","WROTE_A_PAPER_WITH","21","Author","Han, Zhu"
"16083","Author","Deng, Yuhui","WROTE_A_PAPER_WITH","126","Author","Yang, Laurence T."
"3203","Author","Abbasi, Qammer H.","WROTE_A_PAPER_WITH","840","Author","Wang, Lei"
"416","Author","Chithaluru, Premkumar","WROTE_A_PAPER_WITH","22673","Author","Padmalatha, E."
"387","Author","Appasani, Bhargav","WROTE_A_PAPER_WITH","24515","Author","Mishra, Sunil Kumar"
"826","Author","Masud, Mehedi","WROTE_A_PAPER_WITH","34759","Author","Pathik, Nikhlesh"
"37469","Author","Duan, Li","WROTE_A_PAPER_WITH","333","Author","Liu, Ren Ping"
"19830","Author","Chen, Zhenyu","WROTE_A_PAPER_WITH","165","Author","Liu, Wei"
"5491","Author","Jeon, Gwanggil","WROTE_A_PAPER_WITH","407","Author","Lin, Wenmin"
"1459","Author","Sha, Kewei","WROTE_A_PAPER_WITH","140","Author","Wei, Wei"
"39786","Author","Punitha, S.","WROTE_A_PAPER_WITH","201","Author","Stephan, Thompson"
"69","Author","Kang, Jiawen","WROTE_A_PAPER_WITH","6373","Author","Xie, Shengli"
"716","Author","Chen, Liming","WROTE_A_PAPER_WITH","38640","Author","Nugent, Christopher"
"17873","Author","Alnumay, Waleed S.","WROTE_A_PAPER_WITH","279","Author","Sharma, Pradip Kumar"
"7122","Author","Liu, Chi Harold","WROTE_A_PAPER_WITH","220","Author","Perera, Charith"
"657","Author","Hester, Jimmy G.","WROTE_A_PAPER_WITH","22627","Author","Kimionis, John"
"0","Author","Eryilmaz, Atilla","WROTE_A_PAPER_WITH","39797","Author","Koprulu, Irem"
"2482","Author","Li, Hongguo","WROTE_A_PAPER_WITH","126","Author","Yang, Laurence T."
"6774","Author","Liu, Shuai","WROTE_A_PAPER_WITH","850","Author","Srivastava, Gautam"
"332","Author","Gui, Guan","WROTE_A_PAPER_WITH","5149","Author","Guo, Haiyan"
"534","Author","Iwendi, Celestine","WROTE_A_PAPER_WITH","39803","Author","Prasad, Balusupati Veera Venkata Siva"
"956","Author","Haq, Amin Ul","WROTE_A_PAPER_WITH","801","Author","Hasan, Mohammad Kamrul"
"79","Author","Han, Guangjie","WROTE_A_PAPER_WITH","8451","Author","Sun, Yuanhao"
"127","Author","Li, Jie","WROTE_A_PAPER_WITH","1295","Author","Zhang, Bo"
"12892","Author","Meng, Yan","WROTE_A_PAPER_WITH","494","Author","Shen, Xuemin"
"31697","Author","Hu, Tianli","WROTE_A_PAPER_WITH","841","Author","Ni, Ruiwen"
"2035","Author","Bessis, Nik","WROTE_A_PAPER_WITH","46","Author","Xu, Xiaolong"
"7350","Author","Liang, Wei","WROTE_A_PAPER_WITH","838","Author","Ma, Chaofan"
"10431","Author","Jaiswal, Amit Kumar","WROTE_A_PAPER_WITH","857","Author","Pandey, Hari Mohan"
"18836","Author","He, Jianxin","WROTE_A_PAPER_WITH","157","Author","Peng, Yang"
"18764","Author","Ghaffar, Zahid","WROTE_A_PAPER_WITH","509","Author","Khan, Muhammad Khurram"
"2795","Author","Saad, Walid","WROTE_A_PAPER_WITH","855","Author","Wang, Sihua"
"849","Author","Gong, Yi","WROTE_A_PAPER_WITH","2120","Author","Wang, Shuai"
"178","Author","Liu, Xin","WROTE_A_PAPER_WITH","5442","Author","Wang, Li"
"627","Author","Guo, Song","WROTE_A_PAPER_WITH","2640","Author","Xie, Lei"
"7255","Author","Li, Peng","WROTE_A_PAPER_WITH","253","Author","Yang, Yang"
"865","Author","Yang, Laurence Tianruo","WROTE_A_PAPER_WITH","32005","Author","Zhao, Huan"
"628","Author","Li, Zhetao","WROTE_A_PAPER_WITH","673","Author","Teng, Haojun"
"2312","Author","Liu, Ximeng","WROTE_A_PAPER_WITH","148","Author","Zhang, Ning"
"34059","Author","Ansere, James Adu","WROTE_A_PAPER_WITH","534","Author","Iwendi, Celestine"
"1519","Author","Qin, Zhen","WROTE_A_PAPER_WITH","494","Author","Shen, Xuemin"
"16371","Author","Miao, Yiming","WROTE_A_PAPER_WITH","23","Author","Tian, Daxin"
"7351","Author","Yan, Zheng","WROTE_A_PAPER_WITH","343","Author","Zhang, Peng"
"28621","Author","Han, Zhijie","WROTE_A_PAPER_WITH","127","Author","Li, Jie"
"165","Author","Liu, Wei","WROTE_A_PAPER_WITH","2361","Author","Wan, Zhiguo"
"578","Author","Choi, Jinchun","WROTE_A_PAPER_WITH","6449","Author","Nyang, Daehun"
"202","Author","Liu, Shigang","WROTE_A_PAPER_WITH","5266","Author","Tai, Yonghang"
"4194","Author","Tanwar, Sudeep","WROTE_A_PAPER_WITH","376","Author","Zeadally, Sherali"
"16531","Author","Shi, Weisong","WROTE_A_PAPER_WITH","313","Author","Zhao, Yi"
"4573","Author","Dong, Peiran","WROTE_A_PAPER_WITH","627","Author","Guo, Song"
"10598","Author","Barnaghi, Payam","WROTE_A_PAPER_WITH","267","Author","Wang, Chonggang"
"321","Author","Liu, Liang","WROTE_A_PAPER_WITH","39860","Author","Xu, Zhe"
"184","Author","Ahmed, Syed Hassan","WROTE_A_PAPER_WITH","37133","Author","Majeed, Muhammad Faran"
"468","Author","Barnawi, Abdulwasa Bakr","WROTE_A_PAPER_WITH","19601","Author","Yadava, Ram Lal"
"7697","Author","Chowdhary, Chiranji Lal","WROTE_A_PAPER_WITH","535","Author","Maddikunta, Praveen Kumar Reddy"
"783","Author","Wang, Cheng","WROTE_A_PAPER_WITH","3634","Author","Wang, Yu"
"764","Author","Chen, Xingshu","WROTE_A_PAPER_WITH","5731","Author","Wang, Qixu"
"17045","Author","Chen, Hsing-Chung","WROTE_A_PAPER_WITH","193","Author","Lin, Jerry Chun-Wei"
"5194","Author","Hua, Qiaozhi","WROTE_A_PAPER_WITH","322","Author","Qi, Xin"
"2162","Author","Pan, Chenqiang","WROTE_A_PAPER_WITH","867","Author","Wang, Xiao"
"35488","Author","Goudarzi, Shidrokh","WROTE_A_PAPER_WITH","376","Author","Zeadally, Sherali"
"420","Author","Li, Yinhao","WROTE_A_PAPER_WITH","36391","Author","Ma, Yuting"
"2302","Author","Lin, Liang","WROTE_A_PAPER_WITH","867","Author","Wang, Xiao"
"658","Author","Chen, Xuhang","WROTE_A_PAPER_WITH","26861","Author","Fu, Zhe"
"650","Author","Bahk, Saewoong","WROTE_A_PAPER_WITH","37067","Author","Park, Eunjeong"
"8440","Author","Jolfaei, Alireza","WROTE_A_PAPER_WITH","148","Author","Zhang, Ning"
"25210","Author","Kumar, N.V.S. Pavan","WROTE_A_PAPER_WITH","479","Author","Reddy, B. Rama Krishna"
"39882","Author","Liu, Zhaohui","WROTE_A_PAPER_WITH","95","Author","Wang, Chao"
"861","Author","Cui, Tao","WROTE_A_PAPER_WITH","9123","Author","Wang, Zizhi"
"127","Author","Li, Jie","WROTE_A_PAPER_WITH","14409","Author","Yang, Yuanyuan"
"253","Author","Yang, Yang","WROTE_A_PAPER_WITH","20860","Author","Zheng, Xianghan"
"13504","Author","Lu, Bingxian","WROTE_A_PAPER_WITH","840","Author","Wang, Lei"
"8152","Author","Alsalih, Waleed","WROTE_A_PAPER_WITH","576","Author","Chen, Min"
"22683","Author","Wang, Anzhi","WROTE_A_PAPER_WITH","245","Author","Zhang, Xin"
"434","Author","Wang, Cong","WROTE_A_PAPER_WITH","1368","Author","Xiang, Wang"
"510","Author","Mahmood, Khalid","WROTE_A_PAPER_WITH","622","Author","Park, Youngho"
"24919","Author","He, Guorong","WROTE_A_PAPER_WITH","253","Author","Yang, Yang"
"367","Author","Lee, Yu-Qi","WROTE_A_PAPER_WITH","7537","Author","Wu, Tsu-Yang"
"8827","Author","Liu, Jun","WROTE_A_PAPER_WITH","36","Author","Shen, Yulong"
"39359","Author","Jiang, Cuiyun","WROTE_A_PAPER_WITH","154","Author","Liang, Huaguo"
"29454","Author","Alhindi, Ahmed","WROTE_A_PAPER_WITH","576","Author","Chen, Min"
"39899","Author","Gunasekar, T.","WROTE_A_PAPER_WITH","756","Author","Senthilvel, N."
"407","Author","Lin, Wenmin","WROTE_A_PAPER_WITH","1325","Author","Qi, Lianyong"
"19504","Author","Han, Dairu","WROTE_A_PAPER_WITH","494","Author","Shen, Xuemin"
"7024","Author","Li, Bo","WROTE_A_PAPER_WITH","313","Author","Zhao, Yi"
"14469","Author","Jing, Feng","WROTE_A_PAPER_WITH","44","Author","Ju, Yun"
"39908","Author","Huifeng, Wang","WROTE_A_PAPER_WITH","153","Author","Kadry, Seifedine Nimer"
"28701","Author","Ngoenriang, Napat","WROTE_A_PAPER_WITH","494","Author","Shen, Xuemin"
"5082","Author","Gupta, Rajesh","WROTE_A_PAPER_WITH","376","Author","Zeadally, Sherali"
"39300","Author","S, Yuvaraj","WROTE_A_PAPER_WITH","727","Author","Shafiq, Muhammad"
"176","Author","Liu, Mingqing","WROTE_A_PAPER_WITH","37715","Author","Xia, Pengfei"
"557","Author","Buyya, Rajkumar","WROTE_A_PAPER_WITH","15278","Author","Etengu, Richard"
"127","Author","Li, Jie","WROTE_A_PAPER_WITH","3326","Author","Rodrigues, Joel J. P. C."
"518","Author","Donta, Praveen Kumar","WROTE_A_PAPER_WITH","5827","Author","Srirama, Satish Narayana"
"16797","Author","Adhikari, Saurabh","WROTE_A_PAPER_WITH","453","Author","Jhanjhi, N.Z."
"17381","Author","Huang, Jingshan","WROTE_A_PAPER_WITH","816","Author","Li, Gang"
"7597","Author","Lin, Bin","WROTE_A_PAPER_WITH","178","Author","Liu, Xin"
"23390","Author","Juhana, Tutun","WROTE_A_PAPER_WITH","165","Author","Liu, Wei"
"9500","Author","Alagirisamy, Mukil","WROTE_A_PAPER_WITH","453","Author","Jhanjhi, N.Z."
"466","Author","Chen, Yue","WROTE_A_PAPER_WITH","5162","Author","Li, Yun"
"977","Author","Spaulding, Jeffrey","WROTE_A_PAPER_WITH","579","Author","Wang, An"
"221","Author","Shyamsundar, R.K.","WROTE_A_PAPER_WITH","3012","Author","Zhang, Miranda"
"408","Author","Joshi, Amit M.","WROTE_A_PAPER_WITH","39933","Author","Sharma, Giriraj"
"9557","Author","Tang, Chaogang","WROTE_A_PAPER_WITH","148","Author","Zhang, Ning"
"39732","Author","Chetty, Marshini","WROTE_A_PAPER_WITH","39","Author","Emami-Naeini, Pardis"
"508","Author","Das, Ashok Kumar","WROTE_A_PAPER_WITH","3326","Author","Rodrigues, Joel J. P. C."
"150","Author","Elango, P.","WROTE_A_PAPER_WITH","2811","Author","Malliga, S."
"2275","Author","Cai, Haofan","WROTE_A_PAPER_WITH","771","Author","Zhao, Jizhong"
"4634","Author","Guo, Kehua","WROTE_A_PAPER_WITH","840","Author","Wang, Lei"
"2379","Author","Li, Xin","WROTE_A_PAPER_WITH","636","Author","Yang, Wei"
"8092","Author","Krishnamurthy, Sudha","WROTE_A_PAPER_WITH","305","Author","Thompson, Robert"
"699","Author","Arshad, Sobia","WROTE_A_PAPER_WITH","5183","Author","Loo, Jonathan"
"269","Author","Li, Chaoqun","WROTE_A_PAPER_WITH","1755","Author","Liu, Yang"
"34394","Author","Yang, Shicheng","WROTE_A_PAPER_WITH","356","Author","Zhou, MengChu"
"705","Author","Chen, Liang","WROTE_A_PAPER_WITH","10712","Author","Ding, Shuxue"
"6417","Author","Jiang, Hongbo","WROTE_A_PAPER_WITH","871","Author","Wang, Guojun"
"5213","Author","Ou, Jiangtao","WROTE_A_PAPER_WITH","717","Author","Zhou, Wen"
"503","Author","Li, Jin","WROTE_A_PAPER_WITH","3296","Author","Tian, Zhihong"
"145","Author","Ku, Meng-Lin","WROTE_A_PAPER_WITH","120","Author","Wang, Kun"
"500","Author","Kymissis, Ioannis","WROTE_A_PAPER_WITH","31648","Author","Rubenstein, Dan"
"22","Author","Liu, Qiang","WROTE_A_PAPER_WITH","5654","Author","Wu, Dongwen"
"415","Author","Li, Rui","WROTE_A_PAPER_WITH","6088","Author","Zhang, Xiaoxi"
"37363","Author","Duan, Xuting","WROTE_A_PAPER_WITH","23","Author","Tian, Daxin"
"173","Author","Divakarala, Usha","WROTE_A_PAPER_WITH","25277","Author","Reddy, K. Hemant Kumar"
"11478","Author","Du, Jianbo","WROTE_A_PAPER_WITH","612","Author","Qiu, Chao"
"6037","Author","Ge, Xiaohu","WROTE_A_PAPER_WITH","253","Author","Yang, Yang"
"25982","Author","Li, Hanyun","WROTE_A_PAPER_WITH","32","Author","Li, Wenzao"
"360","Author","Nam, Yunyoung","WROTE_A_PAPER_WITH","6740","Author","Shakeel, P. Mohamed"
"354","Author","Tari, Zahir","WROTE_A_PAPER_WITH","954","Author","Zomaya, Albert Y."
"13594","Author","Feng, Jie","WROTE_A_PAPER_WITH","313","Author","Zhao, Yi"
"6668","Author","Leung, Victor C. M.","WROTE_A_PAPER_WITH","611","Author","Li, Jianqiang"
"7160","Author","Kotla, Samatha","WROTE_A_PAPER_WITH","402","Author","Singh, Deepak Singh Mahendar"
"18141","Author","Baz, Mohammed","WROTE_A_PAPER_WITH","117","Author","Narayana, Ch. Lakshmi"
"8266","Author","Kortoçi, Pranvera","WROTE_A_PAPER_WITH","713","Author","Petäjä, Tuukka"
"36","Author","Shen, Yulong","WROTE_A_PAPER_WITH","40001","Author","Song, Anxiao"
"557","Author","Buyya, Rajkumar","WROTE_A_PAPER_WITH","108","Author","Uqaili, Muhammad Aslam"
"7879","Author","Beck, Kristen L.","WROTE_A_PAPER_WITH","124","Author","Loh, Po-Shen"
"170","Author","Hawthorne, Nico","WROTE_A_PAPER_WITH","6066","Author","Sanso, Sebastian E."
"3","Author","De, Debashis","WROTE_A_PAPER_WITH","9997","Author","Roy, Samarjit"
"32971","Author","Jurcut, Anca","WROTE_A_PAPER_WITH","638","Author","Singh, Aman"
"784","Author","Fan, Pingyi","WROTE_A_PAPER_WITH","29673","Author","Zheng, Haina"
"22","Author","Liu, Qiang","WROTE_A_PAPER_WITH","1268","Author","Zhang, Hao"
"543","Author","Chen, Xianfu","WROTE_A_PAPER_WITH","148","Author","Zhang, Ning"
"6665","Author","Ge, Yuling","WROTE_A_PAPER_WITH","127","Author","Li, Jie"
"232","Author","Bai, Lin","WROTE_A_PAPER_WITH","16587","Author","Wang, Jiaxing"
"21742","Author","Luo, Jiangtao","WROTE_A_PAPER_WITH","230","Author","Ma, Maode"
"242","Author","Gupta, Deepak","WROTE_A_PAPER_WITH","34577","Author","Kaur, Sukhkirandeep"
"165","Author","Liu, Wei","WROTE_A_PAPER_WITH","29475","Author","Wu, Wenbing"
"416","Author","Chithaluru, Premkumar","WROTE_A_PAPER_WITH","638","Author","Singh, Aman"
"242","Author","Gupta, Deepak","WROTE_A_PAPER_WITH","20022","Author","Ruby, D."
"4193","Author","Obaidat, Mohammad S.","WROTE_A_PAPER_WITH","183","Author","Zhang, Yudi"
"511","Author","Jangir, Sunil Kumar","WROTE_A_PAPER_WITH","638","Author","Singh, Aman"
"264","Author","Liu, Honghai","WROTE_A_PAPER_WITH","34704","Author","Tan, Chong"
"357","Author","Ling, Zhen","WROTE_A_PAPER_WITH","924","Author","Yu, Wei"
"4948","Author","Cao, Hui","WROTE_A_PAPER_WITH","148","Author","Zhang, Ning"
"626","Author","Rani, Shalli","WROTE_A_PAPER_WITH","35619","Author","Sethi, Monika"
"8228","Author","Huang, Erich S.","WROTE_A_PAPER_WITH","124","Author","Loh, Po-Shen"
"40065","Author","Ra, In-Ho","WROTE_A_PAPER_WITH","279","Author","Sharma, Pradip Kumar"
"2116","Author","Zhao, Xiaohui","WROTE_A_PAPER_WITH","630","Author","Zhao, Zhongliang"
"20180","Author","Xiao, Guoping","WROTE_A_PAPER_WITH","787","Author","Zhang, Xu"
"16531","Author","Shi, Weisong","WROTE_A_PAPER_WITH","297","Author","Song, Houbing"
"178","Author","Liu, Xin","WROTE_A_PAPER_WITH","3349","Author","Wu, Celimuge"
"43","Author","Jing, Weizhe","WROTE_A_PAPER_WITH","415","Author","Li, Rui"
"7592","Author","Wu, Wen","WROTE_A_PAPER_WITH","148","Author","Zhang, Ning"
"9519","Author","Guo, Lei","WROTE_A_PAPER_WITH","840","Author","Wang, Lei"
"14592","Author","Lee, Angela P. Y.","WROTE_A_PAPER_WITH","738","Author","Ngai, Edith C. H."
"242","Author","Gupta, Deepak","WROTE_A_PAPER_WITH","14313","Author","Mukherjee, Indrajit"
"733","Author","Gupta, Sachin Kumar","WROTE_A_PAPER_WITH","15283","Author","Rashid, M."
"4580","Author","Cheng, Geyao","WROTE_A_PAPER_WITH","564","Author","Zhang, Qianzhen"
"9667","Author","Alharbi, Abdullah","WROTE_A_PAPER_WITH","638","Author","Singh, Aman"
"7597","Author","Lin, Bin","WROTE_A_PAPER_WITH","148","Author","Zhang, Ning"
"24243","Author","Lin, Yancong","WROTE_A_PAPER_WITH","140","Author","Wei, Wei"
"13929","Author","Hu, Jing","WROTE_A_PAPER_WITH","434","Author","Wang, Cong"
