"~id","~start_node_id","~end_node_id","~relationship_type"
"14860","876","13392","WROTE_A_PAPER_WITH"
"14879","361","13589","WROTE_A_PAPER_WITH"
"14894","712","8267","WROTE_A_PAPER_WITH"
"14899","18518","376","WROTE_A_PAPER_WITH"
"14902","10086","743","WROTE_A_PAPER_WITH"
"14908","627","4028","WROTE_A_PAPER_WITH"
"14922","21","18533","WROTE_A_PAPER_WITH"
"14928","14433","638","WROTE_A_PAPER_WITH"
"14935","6375","36","WROTE_A_PAPER_WITH"
"14937","761","11588","WROTE_A_PAPER_WITH"
"14951","7943","193","WROTE_A_PAPER_WITH"
"14952","10558","865","WROTE_A_PAPER_WITH"
"14959","126","18567","WROTE_A_PAPER_WITH"
"14971","101","18582","WROTE_A_PAPER_WITH"
"14981","9909","376","WROTE_A_PAPER_WITH"
"14988","2","18597","WROTE_A_PAPER_WITH"
"14990","14855","360","WROTE_A_PAPER_WITH"
"15012","5802","407","WROTE_A_PAPER_WITH"
"15023","508","18621","WROTE_A_PAPER_WITH"
"15024","89","18622","WROTE_A_PAPER_WITH"
"15026","6638","21","WROTE_A_PAPER_WITH"
"15036","1192","442","WROTE_A_PAPER_WITH"
"15039","18633","297","WROTE_A_PAPER_WITH"
"15052","552","8345","WROTE_A_PAPER_WITH"
"15062","18653","871","WROTE_A_PAPER_WITH"
"15078","18660","282","WROTE_A_PAPER_WITH"
"15103","18686","636","WROTE_A_PAPER_WITH"
"15112","18697","376","WROTE_A_PAPER_WITH"
"15177","410","4849","WROTE_A_PAPER_WITH"
"15179","18753","312","WROTE_A_PAPER_WITH"
"15184","18756","376","WROTE_A_PAPER_WITH"
"15192","508","18764","WROTE_A_PAPER_WITH"
"15220","127","11799","WROTE_A_PAPER_WITH"
"15224","240","18787","WROTE_A_PAPER_WITH"
"15239","7069","46","WROTE_A_PAPER_WITH"
"15250","18807","570","WROTE_A_PAPER_WITH"
"15257","383","18815","WROTE_A_PAPER_WITH"
"15267","18823","761","WROTE_A_PAPER_WITH"
"15268","18824","140","WROTE_A_PAPER_WITH"
"15270","134","17461","WROTE_A_PAPER_WITH"
"15272","4339","577","WROTE_A_PAPER_WITH"
"15286","778","18840","WROTE_A_PAPER_WITH"
"15295","18847","475","WROTE_A_PAPER_WITH"
"15301","18851","751","WROTE_A_PAPER_WITH"
"15307","1139","279","WROTE_A_PAPER_WITH"
"15314","403","18866","WROTE_A_PAPER_WITH"
"15347","5341","595","WROTE_A_PAPER_WITH"
"15363","12985","504","WROTE_A_PAPER_WITH"
"15386","18917","126","WROTE_A_PAPER_WITH"
"15396","21","10057","WROTE_A_PAPER_WITH"
"15434","470","15817","WROTE_A_PAPER_WITH"
"15450","18969","30","WROTE_A_PAPER_WITH"
"15473","565","4974","WROTE_A_PAPER_WITH"
"15486","1755","747","WROTE_A_PAPER_WITH"
"15492","1714","634","WROTE_A_PAPER_WITH"
"15508","422","15613","WROTE_A_PAPER_WITH"
"15510","1353","332","WROTE_A_PAPER_WITH"
"15514","3918","23","WROTE_A_PAPER_WITH"
"15520","13416","343","WROTE_A_PAPER_WITH"
"15552","5015","389","WROTE_A_PAPER_WITH"
"15555","19057","126","WROTE_A_PAPER_WITH"
"15562","332","4960","WROTE_A_PAPER_WITH"
"15563","727","3296","WROTE_A_PAPER_WITH"
"15575","95","3205","WROTE_A_PAPER_WITH"
"15578","19077","854","WROTE_A_PAPER_WITH"
"15581","19080","50","WROTE_A_PAPER_WITH"
"15588","6352","719","WROTE_A_PAPER_WITH"
"15596","19092","509","WROTE_A_PAPER_WITH"
"15599","577","19094","WROTE_A_PAPER_WITH"
"15601","33","11179","WROTE_A_PAPER_WITH"
"15605","193","3956","WROTE_A_PAPER_WITH"
"15632","19121","6","WROTE_A_PAPER_WITH"
"15639","422","19127","WROTE_A_PAPER_WITH"
"15648","138","19137","WROTE_A_PAPER_WITH"
"15654","488","1768","WROTE_A_PAPER_WITH"
"15661","22","19151","WROTE_A_PAPER_WITH"
"15662","17592","867","WROTE_A_PAPER_WITH"
"15665","127","1016","WROTE_A_PAPER_WITH"
"15690","315","19172","WROTE_A_PAPER_WITH"
"15723","908","134","WROTE_A_PAPER_WITH"
"15738","253","6523","WROTE_A_PAPER_WITH"
"15740","2229","850","WROTE_A_PAPER_WITH"
"15770","19241","664","WROTE_A_PAPER_WITH"
"15772","2221","321","WROTE_A_PAPER_WITH"
"15778","3157","297","WROTE_A_PAPER_WITH"
"15788","716","11698","WROTE_A_PAPER_WITH"
"15791","542","17417","WROTE_A_PAPER_WITH"
"15800","148","17736","WROTE_A_PAPER_WITH"
"15802","21","19271","WROTE_A_PAPER_WITH"
"15811","383","7","WROTE_A_PAPER_WITH"
"15820","305","12310","WROTE_A_PAPER_WITH"
"15849","874","3634","WROTE_A_PAPER_WITH"
"15857","3477","354","WROTE_A_PAPER_WITH"
"15865","19328","418","WROTE_A_PAPER_WITH"
"15874","10789","148","WROTE_A_PAPER_WITH"
"15876","11006","358","WROTE_A_PAPER_WITH"
"15882","19341","759","WROTE_A_PAPER_WITH"
"15886","19345","211","WROTE_A_PAPER_WITH"
"15908","19358","118","WROTE_A_PAPER_WITH"
"15914","82","19363","WROTE_A_PAPER_WITH"
"15917","6801","220","WROTE_A_PAPER_WITH"
"15936","861","9048","WROTE_A_PAPER_WITH"
"15944","7581","23","WROTE_A_PAPER_WITH"
"15955","359","2568","WROTE_A_PAPER_WITH"
"15958","19397","597","WROTE_A_PAPER_WITH"
"15966","272","19405","WROTE_A_PAPER_WITH"
"16028","19454","592","WROTE_A_PAPER_WITH"
"16048","11869","54","WROTE_A_PAPER_WITH"
"16089","19498","118","WROTE_A_PAPER_WITH"
"16092","622","5459","WROTE_A_PAPER_WITH"
"16099","19505","612","WROTE_A_PAPER_WITH"
"16107","870","19516","WROTE_A_PAPER_WITH"
"16124","15875","495","WROTE_A_PAPER_WITH"
"16140","542","11407","WROTE_A_PAPER_WITH"
"16143","19547","787","WROTE_A_PAPER_WITH"
"16159","19562","157","WROTE_A_PAPER_WITH"
"16160","5587","494","WROTE_A_PAPER_WITH"
"16164","17000","262","WROTE_A_PAPER_WITH"
"16170","115","19570","WROTE_A_PAPER_WITH"
"16192","382","19591","WROTE_A_PAPER_WITH"
"16200","784","19597","WROTE_A_PAPER_WITH"
"16202","19598","873","WROTE_A_PAPER_WITH"
"16204","413","19601","WROTE_A_PAPER_WITH"
"16219","470","55","WROTE_A_PAPER_WITH"
"16234","169","13393","WROTE_A_PAPER_WITH"
"16240","577","19632","WROTE_A_PAPER_WITH"
"16251","664","19644","WROTE_A_PAPER_WITH"
"16302","508","19584","WROTE_A_PAPER_WITH"
"16304","627","3870","WROTE_A_PAPER_WITH"
"16326","19722","850","WROTE_A_PAPER_WITH"
"16328","19725","251","WROTE_A_PAPER_WITH"
"16330","12234","802","WROTE_A_PAPER_WITH"
"16341","332","11630","WROTE_A_PAPER_WITH"
"16357","6799","148","WROTE_A_PAPER_WITH"
"16359","214","19749","WROTE_A_PAPER_WITH"
"16375","595","18175","WROTE_A_PAPER_WITH"
"16381","127","19762","WROTE_A_PAPER_WITH"
"16382","577","9940","WROTE_A_PAPER_WITH"
"16386","17416","224","WROTE_A_PAPER_WITH"
"16389","686","19767","WROTE_A_PAPER_WITH"
"16396","850","2997","WROTE_A_PAPER_WITH"
"16408","212","19787","WROTE_A_PAPER_WITH"
"16411","19791","126","WROTE_A_PAPER_WITH"
"16413","622","1564","WROTE_A_PAPER_WITH"
"16414","3882","850","WROTE_A_PAPER_WITH"
"16425","733","19801","WROTE_A_PAPER_WITH"
"16433","698","19805","WROTE_A_PAPER_WITH"
"16447","104","306","WROTE_A_PAPER_WITH"
"16460","55","12951","WROTE_A_PAPER_WITH"
"16476","783","5908","WROTE_A_PAPER_WITH"
"16500","18419","793","WROTE_A_PAPER_WITH"
"16510","332","1749","WROTE_A_PAPER_WITH"
"16514","17742","870","WROTE_A_PAPER_WITH"
"16531","2283","862","WROTE_A_PAPER_WITH"
"16557","209","7932","WROTE_A_PAPER_WITH"
"16564","279","884","WROTE_A_PAPER_WITH"
"16569","627","954","WROTE_A_PAPER_WITH"
"16584","10558","126","WROTE_A_PAPER_WITH"
"16585","14163","90","WROTE_A_PAPER_WITH"
"16594","5278","37","WROTE_A_PAPER_WITH"
"16602","2613","611","WROTE_A_PAPER_WITH"
"16611","19948","317","WROTE_A_PAPER_WITH"
"16626","326","17798","WROTE_A_PAPER_WITH"
"16654","19984","89","WROTE_A_PAPER_WITH"
"16656","297","1130","WROTE_A_PAPER_WITH"
"16661","6010","840","WROTE_A_PAPER_WITH"
"16691","6912","611","WROTE_A_PAPER_WITH"
"16695","2469","850","WROTE_A_PAPER_WITH"
"16698","812","11671","WROTE_A_PAPER_WITH"
"16710","168","2905","WROTE_A_PAPER_WITH"
"16716","6570","54","WROTE_A_PAPER_WITH"
"16727","16020","510","WROTE_A_PAPER_WITH"
"16728","360","1741","WROTE_A_PAPER_WITH"
"16740","818","9044","WROTE_A_PAPER_WITH"
"16742","5178","525","WROTE_A_PAPER_WITH"
"16744","2988","253","WROTE_A_PAPER_WITH"
"16747","118","20054","WROTE_A_PAPER_WITH"
"16750","808","20058","WROTE_A_PAPER_WITH"
"16763","208","20068","WROTE_A_PAPER_WITH"
"16772","126","7274","WROTE_A_PAPER_WITH"
"16784","10231","595","WROTE_A_PAPER_WITH"
"16791","20093","253","WROTE_A_PAPER_WITH"
"16796","120","5475","WROTE_A_PAPER_WITH"
"16816","20118","353","WROTE_A_PAPER_WITH"
"16817","253","18046","WROTE_A_PAPER_WITH"
"16827","798","18184","WROTE_A_PAPER_WITH"
"16846","190","2480","WROTE_A_PAPER_WITH"
"16848","20141","767","WROTE_A_PAPER_WITH"
"16860","664","10638","WROTE_A_PAPER_WITH"
"16872","430","16417","WROTE_A_PAPER_WITH"
"16880","639","20165","WROTE_A_PAPER_WITH"
"16885","611","297","WROTE_A_PAPER_WITH"
"16886","32","20169","WROTE_A_PAPER_WITH"
"16907","15505","376","WROTE_A_PAPER_WITH"
"16909","764","7239","WROTE_A_PAPER_WITH"
"16911","870","20188","WROTE_A_PAPER_WITH"
"16919","20193","870","WROTE_A_PAPER_WITH"
"16934","1570","55","WROTE_A_PAPER_WITH"
"16941","20214","876","WROTE_A_PAPER_WITH"
"16956","1392","147","WROTE_A_PAPER_WITH"
"16965","4406","840","WROTE_A_PAPER_WITH"
"16969","3559","384","WROTE_A_PAPER_WITH"
"16989","716","2693","WROTE_A_PAPER_WITH"
"16997","508","20248","WROTE_A_PAPER_WITH"
"17015","800","20265","WROTE_A_PAPER_WITH"
"17026","15036","756","WROTE_A_PAPER_WITH"
"17034","18626","333","WROTE_A_PAPER_WITH"
"17040","332","17793","WROTE_A_PAPER_WITH"
"17049","2576","539","WROTE_A_PAPER_WITH"
"17054","20287","159","WROTE_A_PAPER_WITH"
"17070","20302","349","WROTE_A_PAPER_WITH"
"17078","510","20309","WROTE_A_PAPER_WITH"
"17087","1253","785","WROTE_A_PAPER_WITH"
"17089","870","6453","WROTE_A_PAPER_WITH"
"17093","66","6453","WROTE_A_PAPER_WITH"
"17095","3757","780","WROTE_A_PAPER_WITH"
"17112","357","20334","WROTE_A_PAPER_WITH"
"17132","19725","250","WROTE_A_PAPER_WITH"
"17134","250","6816","WROTE_A_PAPER_WITH"
"17142","8456","299","WROTE_A_PAPER_WITH"
"17150","20360","261","WROTE_A_PAPER_WITH"
"17184","827","15330","WROTE_A_PAPER_WITH"
"17205","7164","475","WROTE_A_PAPER_WITH"
"17209","577","8466","WROTE_A_PAPER_WITH"
"17210","7024","640","WROTE_A_PAPER_WITH"
"17220","320","14956","WROTE_A_PAPER_WITH"
"17224","785","5600","WROTE_A_PAPER_WITH"
"17251","20446","475","WROTE_A_PAPER_WITH"
"17261","178","787","WROTE_A_PAPER_WITH"
"17265","20457","509","WROTE_A_PAPER_WITH"
"17289","2351","118","WROTE_A_PAPER_WITH"
"17297","769","5251","WROTE_A_PAPER_WITH"
"17311","32","7112","WROTE_A_PAPER_WITH"
"17329","2210","638","WROTE_A_PAPER_WITH"
"17333","655","20505","WROTE_A_PAPER_WITH"
"17350","12864","407","WROTE_A_PAPER_WITH"
"17357","503","884","WROTE_A_PAPER_WITH"
"17359","611","6453","WROTE_A_PAPER_WITH"
"17370","639","20534","WROTE_A_PAPER_WITH"
"17374","540","20536","WROTE_A_PAPER_WITH"
"17390","105","20549","WROTE_A_PAPER_WITH"
"17395","470","1236","WROTE_A_PAPER_WITH"
"17398","147","2499","WROTE_A_PAPER_WITH"
"17422","124","16614","WROTE_A_PAPER_WITH"
"17431","375","1697","WROTE_A_PAPER_WITH"
"17438","4641","429","WROTE_A_PAPER_WITH"
"17448","304","16636","WROTE_A_PAPER_WITH"
"17459","141","785","WROTE_A_PAPER_WITH"
"17471","20617","118","WROTE_A_PAPER_WITH"
"17478","627","11487","WROTE_A_PAPER_WITH"
"17483","211","62","WROTE_A_PAPER_WITH"
"17510","20645","50","WROTE_A_PAPER_WITH"
"17518","20652","120","WROTE_A_PAPER_WITH"
"17522","20658","597","WROTE_A_PAPER_WITH"
"17543","4651","577","WROTE_A_PAPER_WITH"
"17549","20678","30","WROTE_A_PAPER_WITH"
"17554","12946","421","WROTE_A_PAPER_WITH"
"17567","21","2023","WROTE_A_PAPER_WITH"
"17585","13799","834","WROTE_A_PAPER_WITH"
"17598","361","3768","WROTE_A_PAPER_WITH"
"17599","340","11842","WROTE_A_PAPER_WITH"
"17605","20715","21","WROTE_A_PAPER_WITH"
"17606","165","7334","WROTE_A_PAPER_WITH"
"17612","525","14686","WROTE_A_PAPER_WITH"
"17616","1095","455","WROTE_A_PAPER_WITH"
"17635","20418","118","WROTE_A_PAPER_WITH"
"17649","20745","801","WROTE_A_PAPER_WITH"
"17651","20746","508","WROTE_A_PAPER_WITH"
"17663","628","3811","WROTE_A_PAPER_WITH"
"17670","20763","127","WROTE_A_PAPER_WITH"
"17674","3079","378","WROTE_A_PAPER_WITH"
"17676","504","707","WROTE_A_PAPER_WITH"
"17680","20769","259","WROTE_A_PAPER_WITH"
"17687","106","20777","WROTE_A_PAPER_WITH"
"17697","453","20786","WROTE_A_PAPER_WITH"
"17751","9345","434","WROTE_A_PAPER_WITH"
"17756","7080","282","WROTE_A_PAPER_WITH"
"17762","466","20832","WROTE_A_PAPER_WITH"
"17770","321","20223","WROTE_A_PAPER_WITH"
"17775","20842","62","WROTE_A_PAPER_WITH"
"17781","494","20850","WROTE_A_PAPER_WITH"
"17785","827","5443","WROTE_A_PAPER_WITH"
"17789","12511","503","WROTE_A_PAPER_WITH"
"17792","219","7728","WROTE_A_PAPER_WITH"
"17812","184","14453","WROTE_A_PAPER_WITH"
"17814","20874","376","WROTE_A_PAPER_WITH"
"17817","431","1332","WROTE_A_PAPER_WITH"
"17823","19871","253","WROTE_A_PAPER_WITH"
"17831","123","932","WROTE_A_PAPER_WITH"
"17850","1042","426","WROTE_A_PAPER_WITH"
"17851","19328","419","WROTE_A_PAPER_WITH"
"17858","208","20902","WROTE_A_PAPER_WITH"
"17860","357","17324","WROTE_A_PAPER_WITH"
"17863","2705","437","WROTE_A_PAPER_WITH"
"17874","118","15026","WROTE_A_PAPER_WITH"
"17885","6638","279","WROTE_A_PAPER_WITH"
"17941","45","1247","WROTE_A_PAPER_WITH"
"17942","147","22","WROTE_A_PAPER_WITH"
"17958","2085","666","WROTE_A_PAPER_WITH"
"17984","346","21006","WROTE_A_PAPER_WITH"
"17992","18404","107","WROTE_A_PAPER_WITH"
"17994","208","16063","WROTE_A_PAPER_WITH"
"18003","21017","787","WROTE_A_PAPER_WITH"
"18008","21024","3","WROTE_A_PAPER_WITH"
"18009","21025","202","WROTE_A_PAPER_WITH"
"18029","603","4579","WROTE_A_PAPER_WITH"
"18049","3527","95","WROTE_A_PAPER_WITH"
"18068","209","21066","WROTE_A_PAPER_WITH"
"18083","3405","693","WROTE_A_PAPER_WITH"
"18084","542","360","WROTE_A_PAPER_WITH"
"18108","636","2588","WROTE_A_PAPER_WITH"
"18132","14194","376","WROTE_A_PAPER_WITH"
"18133","462","12339","WROTE_A_PAPER_WITH"
"18155","66","2167","WROTE_A_PAPER_WITH"
"18160","2797","60","WROTE_A_PAPER_WITH"
"18161","21118","242","WROTE_A_PAPER_WITH"
"18167","7123","775","WROTE_A_PAPER_WITH"
"18175","21","5815","WROTE_A_PAPER_WITH"
"18203","165","21146","WROTE_A_PAPER_WITH"
"18206","21148","148","WROTE_A_PAPER_WITH"
"18217","21155","35","WROTE_A_PAPER_WITH"
"18227","302","6306","WROTE_A_PAPER_WITH"
"18243","8197","585","WROTE_A_PAPER_WITH"
"18253","2829","862","WROTE_A_PAPER_WITH"
"18259","3406","693","WROTE_A_PAPER_WITH"
"18261","21186","449","WROTE_A_PAPER_WITH"
"18290","21200","22","WROTE_A_PAPER_WITH"
"18292","577","3870","WROTE_A_PAPER_WITH"
"18295","11026","297","WROTE_A_PAPER_WITH"
"18300","1042","259","WROTE_A_PAPER_WITH"
"18312","565","21219","WROTE_A_PAPER_WITH"
"18324","32","21229","WROTE_A_PAPER_WITH"
"18325","9837","876","WROTE_A_PAPER_WITH"
"18327","20673","253","WROTE_A_PAPER_WITH"
"18332","21238","850","WROTE_A_PAPER_WITH"
"18373","21283","568","WROTE_A_PAPER_WITH"
"18389","30","21297","WROTE_A_PAPER_WITH"
"18404","21313","95","WROTE_A_PAPER_WITH"
"18422","778","5991","WROTE_A_PAPER_WITH"
"18431","5913","428","WROTE_A_PAPER_WITH"
"18434","10447","783","WROTE_A_PAPER_WITH"
"18435","21333","261","WROTE_A_PAPER_WITH"
"18444","716","7417","WROTE_A_PAPER_WITH"
"18450","1550","461","WROTE_A_PAPER_WITH"
"18463","21357","745","WROTE_A_PAPER_WITH"
"18469","16051","245","WROTE_A_PAPER_WITH"
"18482","46","20568","WROTE_A_PAPER_WITH"
"18498","749","3478","WROTE_A_PAPER_WITH"
"18519","21393","126","WROTE_A_PAPER_WITH"
"18528","4334","126","WROTE_A_PAPER_WITH"
"18531","21402","148","WROTE_A_PAPER_WITH"
"18538","2450","717","WROTE_A_PAPER_WITH"
"18544","21414","664","WROTE_A_PAPER_WITH"
"18559","661","1238","WROTE_A_PAPER_WITH"
"18560","190","13124","WROTE_A_PAPER_WITH"
"18567","3209","840","WROTE_A_PAPER_WITH"
"18576","711","21443","WROTE_A_PAPER_WITH"
"18586","557","16360","WROTE_A_PAPER_WITH"
"18590","21458","353","WROTE_A_PAPER_WITH"
"18601","300","12310","WROTE_A_PAPER_WITH"
"18602","10473","33","WROTE_A_PAPER_WITH"
"18605","17060","278","WROTE_A_PAPER_WITH"
"18608","165","10853","WROTE_A_PAPER_WITH"
"18622","323","6784","WROTE_A_PAPER_WITH"
"18623","705","21487","WROTE_A_PAPER_WITH"
"18633","530","1638","WROTE_A_PAPER_WITH"
"18642","185","21499","WROTE_A_PAPER_WITH"
"18644","184","5183","WROTE_A_PAPER_WITH"
"18645","1694","878","WROTE_A_PAPER_WITH"
"18668","783","884","WROTE_A_PAPER_WITH"
"18671","261","114","WROTE_A_PAPER_WITH"
"18672","1147","426","WROTE_A_PAPER_WITH"
"18675","21517","92","WROTE_A_PAPER_WITH"
"18689","261","21526","WROTE_A_PAPER_WITH"
"18722","16418","330","WROTE_A_PAPER_WITH"
"18736","470","426","WROTE_A_PAPER_WITH"
"18745","21566","259","WROTE_A_PAPER_WITH"
"18749","95","2857","WROTE_A_PAPER_WITH"
"18759","6605","680","WROTE_A_PAPER_WITH"
"18764","21582","860","WROTE_A_PAPER_WITH"
"18771","45","15557","WROTE_A_PAPER_WITH"
"18780","603","21592","WROTE_A_PAPER_WITH"
"18814","5490","203","WROTE_A_PAPER_WITH"
"18816","8345","189","WROTE_A_PAPER_WITH"
"18819","7353","860","WROTE_A_PAPER_WITH"
"18837","6176","307","WROTE_A_PAPER_WITH"
"18839","4089","253","WROTE_A_PAPER_WITH"
"18847","410","183","WROTE_A_PAPER_WITH"
"18856","8","21","WROTE_A_PAPER_WITH"
"18857","361","1041","WROTE_A_PAPER_WITH"
"18868","784","5158","WROTE_A_PAPER_WITH"
"18869","595","21660","WROTE_A_PAPER_WITH"
"18895","21679","337","WROTE_A_PAPER_WITH"
"18902","21683","802","WROTE_A_PAPER_WITH"
"18903","470","17221","WROTE_A_PAPER_WITH"
"18908","12684","313","WROTE_A_PAPER_WITH"
"18909","5157","253","WROTE_A_PAPER_WITH"
"18912","472","13349","WROTE_A_PAPER_WITH"
"18921","9193","402","WROTE_A_PAPER_WITH"
"18931","12633","734","WROTE_A_PAPER_WITH"
"18945","543","606","WROTE_A_PAPER_WITH"
"18953","137","8193","WROTE_A_PAPER_WITH"
"18955","21715","275","WROTE_A_PAPER_WITH"
"18958","21719","343","WROTE_A_PAPER_WITH"
"18966","867","18890","WROTE_A_PAPER_WITH"
"18984","17071","95","WROTE_A_PAPER_WITH"
"19005","664","21761","WROTE_A_PAPER_WITH"
"19018","914","22","WROTE_A_PAPER_WITH"
"19033","470","21788","WROTE_A_PAPER_WITH"
"19038","708","10748","WROTE_A_PAPER_WITH"
"19064","576","21810","WROTE_A_PAPER_WITH"
"19074","43","6035","WROTE_A_PAPER_WITH"
"19088","126","7173","WROTE_A_PAPER_WITH"
"19091","557","17152","WROTE_A_PAPER_WITH"
"19106","390","8637","WROTE_A_PAPER_WITH"
"19113","184","1945","WROTE_A_PAPER_WITH"
"19114","416","15739","WROTE_A_PAPER_WITH"
"19134","13720","118","WROTE_A_PAPER_WITH"
"19139","6728","801","WROTE_A_PAPER_WITH"
"19144","453","21864","WROTE_A_PAPER_WITH"
"19147","306","2410","WROTE_A_PAPER_WITH"
"19150","914","655","WROTE_A_PAPER_WITH"
"19173","21883","187","WROTE_A_PAPER_WITH"
"19230","329","876","WROTE_A_PAPER_WITH"
"19232","21926","717","WROTE_A_PAPER_WITH"
"19245","18250","743","WROTE_A_PAPER_WITH"
"19246","21025","203","WROTE_A_PAPER_WITH"
"19250","9120","860","WROTE_A_PAPER_WITH"
"19259","423","16114","WROTE_A_PAPER_WITH"
"19274","21","8332","WROTE_A_PAPER_WITH"
"19276","1168","591","WROTE_A_PAPER_WITH"
"19278","593","5127","WROTE_A_PAPER_WITH"
"19294","5099","595","WROTE_A_PAPER_WITH"
"19321","8750","297","WROTE_A_PAPER_WITH"
"19338","297","8363","WROTE_A_PAPER_WITH"
"19340","6486","379","WROTE_A_PAPER_WITH"
"19344","879","12347","WROTE_A_PAPER_WITH"
"19346","716","22030","WROTE_A_PAPER_WITH"
"19350","160","15204","WROTE_A_PAPER_WITH"
"19351","3833","717","WROTE_A_PAPER_WITH"
"19370","7","5908","WROTE_A_PAPER_WITH"
"19371","4193","526","WROTE_A_PAPER_WITH"
"19380","22046","259","WROTE_A_PAPER_WITH"
"19394","1738","385","WROTE_A_PAPER_WITH"
"19396","12120","21","WROTE_A_PAPER_WITH"
"19397","79","22057","WROTE_A_PAPER_WITH"
"19398","165","4133","WROTE_A_PAPER_WITH"
"19404","4122","343","WROTE_A_PAPER_WITH"
"19416","3690","826","WROTE_A_PAPER_WITH"
"19423","626","22074","WROTE_A_PAPER_WITH"
"19437","21","11827","WROTE_A_PAPER_WITH"
"19448","22086","126","WROTE_A_PAPER_WITH"
"19482","2868","203","WROTE_A_PAPER_WITH"
"19494","3271","33","WROTE_A_PAPER_WITH"
"19536","5029","364","WROTE_A_PAPER_WITH"
"19554","640","22165","WROTE_A_PAPER_WITH"
"19562","22170","627","WROTE_A_PAPER_WITH"
"19583","1150","871","WROTE_A_PAPER_WITH"
"19591","239","14398","WROTE_A_PAPER_WITH"
"19594","279","5530","WROTE_A_PAPER_WITH"
"19605","178","11181","WROTE_A_PAPER_WITH"
"19607","47","16199","WROTE_A_PAPER_WITH"
"19618","332","11242","WROTE_A_PAPER_WITH"
"19628","503","7484","WROTE_A_PAPER_WITH"
"19655","509","22236","WROTE_A_PAPER_WITH"
"19676","22257","734","WROTE_A_PAPER_WITH"
"19679","636","4680","WROTE_A_PAPER_WITH"
"19686","5061","245","WROTE_A_PAPER_WITH"
"19700","432","6010","WROTE_A_PAPER_WITH"
"19702","22273","826","WROTE_A_PAPER_WITH"
"19706","3895","421","WROTE_A_PAPER_WITH"
"19707","18968","245","WROTE_A_PAPER_WITH"
"19735","147","22298","WROTE_A_PAPER_WITH"
"19741","1746","337","WROTE_A_PAPER_WITH"
"19761","46","22315","WROTE_A_PAPER_WITH"
"19773","339","6334","WROTE_A_PAPER_WITH"
"19785","22331","695","WROTE_A_PAPER_WITH"
"19789","178","1902","WROTE_A_PAPER_WITH"
"19791","2441","140","WROTE_A_PAPER_WITH"
"19807","22344","297","WROTE_A_PAPER_WITH"
"19815","22353","461","WROTE_A_PAPER_WITH"
"19822","332","8727","WROTE_A_PAPER_WITH"
"19841","15449","253","WROTE_A_PAPER_WITH"
"19879","470","7592","WROTE_A_PAPER_WITH"
"19891","1257","245","WROTE_A_PAPER_WITH"
"19896","6345","494","WROTE_A_PAPER_WITH"
"19917","9917","88","WROTE_A_PAPER_WITH"
"19928","176","1053","WROTE_A_PAPER_WITH"
"19931","10829","468","WROTE_A_PAPER_WITH"
"19935","15365","455","WROTE_A_PAPER_WITH"
"19943","20851","418","WROTE_A_PAPER_WITH"
"19945","209","22438","WROTE_A_PAPER_WITH"
"19946","5734","165","WROTE_A_PAPER_WITH"
"19965","22455","832","WROTE_A_PAPER_WITH"
"19991","22474","421","WROTE_A_PAPER_WITH"
"19994","54","9799","WROTE_A_PAPER_WITH"
"20000","21","22483","WROTE_A_PAPER_WITH"
"20008","87","253","WROTE_A_PAPER_WITH"
"20024","570","3512","WROTE_A_PAPER_WITH"
"20037","12515","285","WROTE_A_PAPER_WITH"
"20043","7735","60","WROTE_A_PAPER_WITH"
"20047","321","22513","WROTE_A_PAPER_WITH"
"20062","4480","189","WROTE_A_PAPER_WITH"
"20083","876","22535","WROTE_A_PAPER_WITH"
"20088","533","22540","WROTE_A_PAPER_WITH"
"20096","840","4501","WROTE_A_PAPER_WITH"
"20103","293","22554","WROTE_A_PAPER_WITH"
"20105","22556","101","WROTE_A_PAPER_WITH"
"20108","44","12417","WROTE_A_PAPER_WITH"
"20110","808","11706","WROTE_A_PAPER_WITH"
"20117","2693","437","WROTE_A_PAPER_WITH"
"20119","861","7664","WROTE_A_PAPER_WITH"
"20132","123","22576","WROTE_A_PAPER_WITH"
"20145","22582","628","WROTE_A_PAPER_WITH"
"20157","801","726","WROTE_A_PAPER_WITH"
"20166","16120","626","WROTE_A_PAPER_WITH"
"20186","22615","577","WROTE_A_PAPER_WITH"
"20188","22616","15","WROTE_A_PAPER_WITH"
"20192","10481","531","WROTE_A_PAPER_WITH"
"20198","12388","30","WROTE_A_PAPER_WITH"
"20202","124","3438","WROTE_A_PAPER_WITH"
"20208","60","15391","WROTE_A_PAPER_WITH"
"20228","8451","455","WROTE_A_PAPER_WITH"
"20235","22415","745","WROTE_A_PAPER_WITH"
"20237","8097","856","WROTE_A_PAPER_WITH"
"20247","472","1784","WROTE_A_PAPER_WITH"
"20262","664","22675","WROTE_A_PAPER_WITH"
"20264","288","21324","WROTE_A_PAPER_WITH"
"20272","126","16327","WROTE_A_PAPER_WITH"
"20297","634","9028","WROTE_A_PAPER_WITH"
"20317","697","19805","WROTE_A_PAPER_WITH"
"20331","22721","151","WROTE_A_PAPER_WITH"
"20367","462","20860","WROTE_A_PAPER_WITH"
"20370","22749","283","WROTE_A_PAPER_WITH"
"20378","22757","729","WROTE_A_PAPER_WITH"
"20399","5095","253","WROTE_A_PAPER_WITH"
"20400","242","1162","WROTE_A_PAPER_WITH"
"20404","18735","611","WROTE_A_PAPER_WITH"
